reyesroofing,"{""name"": """", ""companyName"": ""Reyes Roofing LLC"", ""phoneNumber"": ""14808283040"", ""whatsappNumber"": ""14808283040"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ5ZLLAqdsK4cROaKimVpQJhE""}"
bestchoiceroofing,"{""name"": """", ""companyName"": ""Best Choice Roofing"", ""phoneNumber"": ""16029327672"", ""whatsappNumber"": ""16029327672"", ""email"": ""yournewroof@bestchoiceroofing.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJq5YJ3-dtK4cR2GMum0NM4Jg""}"
scottroofing,"{""name"": """", ""companyName"": ""Scott Roofing Company"", ""phoneNumber"": ""16024427663"", ""whatsappNumber"": ""16024427663"", ""email"": ""mhatcher@scottroofingco.com, kmcatee@scottroofingco.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJVVUZVGFyK4cR45k0sdhhl9g""}"
mikkuandsons,"{""name"": """", ""companyName"": ""Mikku & Sons Roofing"", ""phoneNumber"": ""16234651068"", ""whatsappNumber"": ""16234651068"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ_____08EK4cRX_IrfgfolUU""}"
azshinglepros,"{""name"": """", ""companyName"": ""AZ Shingle Pros"", ""phoneNumber"": ""16028883744"", ""whatsappNumber"": ""16028883744"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ4ViywMLrYwgRbZAIGtdbUa0""}"
robsroofing,"{""name"": """", ""companyName"": ""Rob's Roofing LLC"", ""phoneNumber"": ""14806873604"", ""whatsappNumber"": ""14806873604"", ""email"": ""info@robsroofingaz.com, chandler@robsroofingaz.com, tucson@robsroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ10ePL00RK4cRBGxl0NPwV70""}"
azroofrestoration,"{""name"": """", ""companyName"": ""Arizona Roofing and Restoration"", ""phoneNumber"": ""14807718876"", ""whatsappNumber"": ""14807718876"", ""email"": ""linfo@azroofpros.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJG1va5j-CqqkRmfqP5RLKsiU""}"
almeidaroofing,"{""name"": """", ""companyName"": ""Almeida Roofing, Inc."", ""phoneNumber"": ""16027433175"", ""whatsappNumber"": ""16027433175"", ""email"": ""almeidaroofinginc1@gmail.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJw61rWc9jK4cRVwA4R705X0c""}"
canyonstateroofing,"{""name"": """", ""companyName"": ""Canyon State Roofing & Consulting"", ""phoneNumber"": ""16024001635"", ""whatsappNumber"": ""16024001635"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJxRXTvmoEK4cRRDQHrqXll-M""}"
valleyroofrepair,"{""name"": """", ""companyName"": ""Valley Roofing and Repair"", ""phoneNumber"": ""16232507663"", ""whatsappNumber"": ""16232507663"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJySWvIjvRIAURzk6HsWDx6tQ""}"
phxroofreplacement,"{""name"": """", ""companyName"": ""Phoenix Roofing Replacement Pros"", ""phoneNumber"": ""16028335748"", ""whatsappNumber"": ""16028335748"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJd3wetvgTK4cRfbmLozoqyFk""}"
americaroofing,"{""name"": """", ""companyName"": ""America Roofing"", ""phoneNumber"": ""16022372478"", ""whatsappNumber"": ""16022372478"", ""email"": ""sales@americaroofingco.com, tucson@americaroofingco.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJBUa8FeETK4cRpXbynGCFnmU""}"
pattersonroofing,"{""name"": """", ""companyName"": ""Patterson Roofing LLC"", ""phoneNumber"": ""16024481008"", ""whatsappNumber"": ""16024481008"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJlW8F6YUNK4cRoyxDR8G92ro""}"
zonaroofing,"{""name"": """", ""companyName"": ""Zona Roofing"", ""phoneNumber"": ""16023623009"", ""whatsappNumber"": ""16023623009"", ""email"": ""contact@zonaroofingaz.com, example@email.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJnwrTi9ZtK4cRH0fvI1nXHo8""}"
sunvekroofing,"{""name"": """", ""companyName"": ""SUNVEK Roofing"", ""phoneNumber"": ""16233497663"", ""whatsappNumber"": ""16233497663"", ""email"": ""info@sunvek.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJM0KNPTdwK4cR2hdfuAH33Yw""}"
pinnacleroofing,"{""name"": """", ""companyName"": ""Pinnacle Roofing"", ""phoneNumber"": ""16237925497"", ""whatsappNumber"": ""16237925497"", ""email"": ""office@pinnacleroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJc-wx5UxvK4cRAtqGB2hdn0k""}"
gleasonroofing,"{""name"": """", ""companyName"": ""Gleason Roofing"", ""phoneNumber"": ""14803386644"", ""whatsappNumber"": ""14803386644"", ""email"": ""info@gleasonroofing.com, %20info@gleasonroofing.com, tyler@gleasonroofing.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJZ4BvoBsPK4cR351RvV--Vm4""}"
vertexroofing,"{""name"": """", ""companyName"": ""Vertex Roofing"", ""phoneNumber"": ""14804184237"", ""whatsappNumber"": ""14804184237"", ""email"": ""marketing@vertexroofing.com, admin@vertexroofing.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJrdarFxYPK4cRhurSDh3Ukds""}"
phoenixproroofing,"{""name"": """", ""companyName"": ""Phoenix Pro Roofing"", ""phoneNumber"": ""16232989234"", ""whatsappNumber"": ""16232989234"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ181qcx1dK4cRyJkNJ_77qMY""}"
prospectroofco,"{""name"": """", ""companyName"": ""Prospect Roof Company"", ""phoneNumber"": ""16029207012"", ""whatsappNumber"": ""16029207012"", ""email"": ""Info@prospectroofco.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJG_8PhUjyYGsRd_RSCGeqGJE""}"
capstoneroofing,"{""name"": """", ""companyName"": ""Capstone Roofing, LLC"", ""phoneNumber"": ""16024860763"", ""whatsappNumber"": ""16024860763"", ""email"": ""admin@capstoneroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJB8US2qEUK4cRJfMQbNGgO1w""}"
azroofrescue,"{""name"": """", ""companyName"": ""Arizona Roof Rescue"", ""phoneNumber"": ""16022422706"", ""whatsappNumber"": ""16022422706"", ""email"": ""info@arizonaroofrescue.com, info@ArizonaRoofRescue.com, Info@ArizonaRoofRescue.com, u003Einfo@arizonaroofrescue.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJNR-luyNrK4cR-8lEgoGKbTA""}"
thomasroofing,"{""name"": """", ""companyName"": ""Thomas Roofing LLC"", ""phoneNumber"": ""16234343900"", ""whatsappNumber"": ""16234343900"", ""email"": ""bids@thomasroofingaz.com, Kyle@thomasroofingaz.com, Rick@thomasroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJEXs-82RvK4cRW00D_RIUEBM""}"
nextgenroofing,"{""name"": """", ""companyName"": ""Next Gen Roofing"", ""phoneNumber"": ""16029084210"", ""whatsappNumber"": ""16029084210"", ""email"": ""generalmailbox@thenextgenaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJgzqFGvQPK4cR6BgjWdOK6Lk""}"
ultimateroofingphx,"{""name"": """", ""companyName"": ""Ultimate Roofing Phoenix"", ""phoneNumber"": ""16026100803"", ""whatsappNumber"": ""16026100803"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJM0B9wsMFK4cRbfhptjRQrn0""}"
desertcanyonroofing,"{""name"": """", ""companyName"": ""Desert Canyon Roofing, LLC"", ""phoneNumber"": ""16026289773"", ""whatsappNumber"": ""16026289773"", ""email"": ""info@desertcanyonroofingllc.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJbfsFfAwTK4cRiRLmesTZVA0""}"
starroofing,"{""name"": """", ""companyName"": ""Star Roofing"", ""phoneNumber"": ""16029443323"", ""whatsappNumber"": ""16029443323"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJoQSE-wdtK4cRJsSXBWVpU7E""}"
starlightroofing,"{""name"": """", ""companyName"": ""STARLIGHT ROOFING"", ""phoneNumber"": ""14802445270"", ""whatsappNumber"": ""14802445270"", ""email"": ""bryce@starlightroofingcompany.com, Untitled-design-32-e1716581250612_00bf00891_1360@2x.png, sl-stars-e1716914555716_00ba00821_1387@2x.png, portfolio_09_017200d00_133@2x.jpg, logo_footer_00a6005f0_868@2x.png"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ4VcMnzcNK4cRyf0PyskrACc""}"
precisionroofing,"{""name"": """", ""companyName"": ""Precision Roofing LLC"", ""phoneNumber"": ""16024560323"", ""whatsappNumber"": ""16024560323"", ""email"": ""john@precisionroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJud5G3WxpK4cRp2OSk75tsWY""}"
phoenixproroofing2,"{""name"": """", ""companyName"": ""Phoenix Pro Roofing"", ""phoneNumber"": ""16026326821"", ""whatsappNumber"": ""16026326821"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJbatjXRFpK4cRvqtqlOuKkno""}"
phoenixroofing,"{""name"": """", ""companyName"": ""Phoenix Roofing"", ""phoneNumber"": ""14804875233"", ""whatsappNumber"": ""14804875233"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ7bniI-oTK4cRGiKX-_oN5Jg""}"
desertstateroofing,"{""name"": """", ""companyName"": ""Desert State Roofing"", ""phoneNumber"": ""16023770683"", ""whatsappNumber"": ""16023770683"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJM-vPAUR9K4cRW9Mjo8Uh9dg""}"
halometalroofing,"{""name"": """", ""companyName"": ""Halo Metal Roofing"", ""phoneNumber"": ""14804312189"", ""whatsappNumber"": ""14804312189"", ""email"": ""halometalroofing@gmail.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJbSTp8UOGuGARCcE6CKBvRAQ""}"
americanroofwaterproof,"{""name"": """", ""companyName"": ""American Roofing & Waterproofing LLC"", ""phoneNumber"": ""16023144650"", ""whatsappNumber"": ""16023144650"", ""email"": ""services@americanroofingnow.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJa0NiEjMTK4cRFNN45NP3v-E""}"
casaroofing,"{""name"": """", ""companyName"": ""Casa Roofing LLC"", ""phoneNumber"": ""16234183204"", ""whatsappNumber"": ""16234183204"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ99C9eT1xK4cRjkGyHrmynLo""}"
castileroofing,"{""name"": """", ""companyName"": ""Castile Roofing"", ""phoneNumber"": ""16026877282"", ""whatsappNumber"": ""16026877282"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJVVVVVSETK4cRJ_3zisqLHCQ""}"
azroofsystems,"{""name"": """", ""companyName"": ""Arizona Roofing Systems"", ""phoneNumber"": ""14805686550"", ""whatsappNumber"": ""14805686550"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJK5ACTx2nK4cRPg4PyE1sdR0""}"
georoofing,"{""name"": """", ""companyName"": ""Geo Roofing"", ""phoneNumber"": ""16029104841"", ""whatsappNumber"": ""16029104841"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ4YIRfVRlK4cR0fsKxC0RiHM""}"
precisionroofingphx,"{""name"": """", ""companyName"": ""Precision Roofing LLC - Roofing Contractors Phoenix"", ""phoneNumber"": ""16024560323"", ""whatsappNumber"": ""16024560323"", ""email"": ""john@precisionroofingaz.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJv0hS1Q2fLIcR0yyRjE0J3k8""}"
preferredmetalroofing,"{""name"": """", ""companyName"": ""Preferred Metal Roofing Phoenix"", ""phoneNumber"": ""14806608428"", ""whatsappNumber"": ""14806608428"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJhZRa_f8VK4cRLTEHqQxdSMc""}"
legacyroofing,"{""name"": """", ""companyName"": ""Legacy Roofing"", ""phoneNumber"": ""16232096696"", ""whatsappNumber"": ""16232096696"", ""email"": ""info@legacyroofingnow.com"", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJ_dC2_7dnK4cR_HC_vt8viFc""}"
stapletonroofing,"{""name"": """", ""companyName"": ""Stapleton Roofing"", ""phoneNumber"": ""16028337663"", ""whatsappNumber"": ""16028337663"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJjcRg5mRvK4cRBETsDsv4qcw""}"
diversifiedroofing,"{""name"": """", ""companyName"": ""Diversified Roofing"", ""phoneNumber"": ""16028708322"", ""whatsappNumber"": ""16028708322"", ""email"": """", ""serviceArea"": ""Phoenix, Arizona"", ""googleReviewLink"": ""https://search.google.com/local/writereview?placeid=ChIJX0maelFsK4cRf2OzwJInIWM""}"
